3015.950121	12007.17835
3015.95012	12007.17835
3015.950121	12007.17835
3015.950123	12007.17835
3015.950228	12007.17838
3015.9503	12007.17841
3015.950301	12007.17841
3015.950305	12007.17841
3015.950301	12007.17841
3015.950309	12007.17838
3015.950325	12007.17829
3015.950328	12007.17829
3015.950333	12007.17829
3015.950334	12007.17829
3015.950262	12007.17828
3015.950152	12007.17822
3015.950152	12007.17822
3015.950157	12007.17822
3015.950154	12007.17822
3015.950116	12007.17835
3015.95012	12007.17834
3015.950119	12007.17834
3015.950164	12007.17836
3015.950304	12007.17841
3015.950299	12007.17841
3015.950301	12007.17841
3015.950302	12007.17841
3015.950312	12007.17837
3015.950329	12007.1783
3015.950331	12007.17829
3015.950328	12007.17829
3015.950183	12007.17823
3015.95016	12007.17821
3015.950159	12007.17821
3015.950161	12007.17821
3015.950126	12007.17833
3015.950117	12007.17835
3015.950121	12007.17834
3015.950121	12007.17835
3015.950123	12007.17835
3015.950298	12007.17841
3015.950303	12007.17841
3015.950304	12007.17841
3015.950301	12007.17841
3015.950329	12007.17831
3015.950331	12007.17829
3015.950331	12007.17829
3015.95033	12007.17829
3015.950172	12007.17822
3015.950159	12007.17821
3015.95016	12007.17822
3015.950161	12007.17822
3015.950138	12007.17828
3015.950118	12007.17835
3015.950121	12007.17835
3015.950122	12007.17835
3015.95012	12007.17835
3015.95012	12007.17835
