$GPYBM,SN10010787,030607.20,+30.265687640,+120.119843400,19.008,0.000,0.000,0.010,0.004,0.010,0.011,3349572.196,511532.322,-0.593,0.222,4,0,36,0,0004,0.000,0,*4E
$GPYBM,SN10010787,030607.30,+30.265687641,+120.119843404,19.007,0.000,0.000,0.003,0.004,0.011,0.005,3349572.197,511532.322,-0.593,0.223,4,0,36,0,0004,0.000,0,*43
$GPYBM,SN10010787,030607.40,+30.265687633,+120.119843398,19.006,0.000,0.000,-0.006,-0.004,0.011,0.007,3349572.196,511532.322,-0.594,0.222,4,0,36,0,0004,0.000,0,*42
$GPYBM,SN10010787,030607.50,+30.265687647,+120.119843398,19.010,0.000,0.000,0.010,0.002,-0.008,0.010,3349572.197,511532.322,-0.592,0.222,4,0,36,1,0004,0.000,0,*63
$GPYBM,SN10010787,030607.60,+30.265687637,+120.119843394,19.009,0.000,0.000,-0.005,-0.003,-0.001,0.006,3349572.196,511532.321,-0.593,0.222,4,0,36,1,0004,0.000,0,*6B
$GPYBM,SN10010787,030607.70,+30.265687626,+120.119843411,19.007,0.000,0.000,-0.010,0.009,0.004,0.013,3349572.195,511532.323,-0.594,0.223,4,0,36,1,0004,0.000,0,*66
$GPYBM,SN10010787,030607.80,+30.265687633,+120.119843400,19.009,0.000,0.000,0.001,-0.002,-0.002,0.002,3349572.196,511532.322,-0.594,0.222,4,0,36,1,0004,0.000,0,*40
$GPYBM,SN10010787,030607.90,+30.265687635,+120.119843389,19.007,0.000,0.000,0.001,-0.008,0.004,0.008,3349572.196,511532.321,-0.593,0.221,4,0,36,1,0004,0.000,0,*63
$GPYBM,SN10010787,030608.00,+30.265687628,+120.119843391,19.009,0.000,0.000,-0.004,-0.001,-0.005,0.004,3349572.195,511532.321,-0.594,0.222,4,0,36,1,0004,0.000,0,*68
$GPYBM,SN10010787,030608.10,+30.265687626,+120.119843388,19.012,0.000,0.000,-0.002,-0.000,-0.013,0.002,3349572.195,511532.321,-0.594,0.221,4,0,36,0,0004,0.000,0,*61
$GPYBM,SN10010787,030608.20,+30.265687627,+120.119843389,19.011,0.000,0.000,-0.001,-0.001,-0.006,0.001,3349572.195,511532.321,-0.594,0.221,4,0,36,0,0004,0.000,0,*64
$GPYBM,SN10010787,030608.30,+30.265687625,+120.119843391,19.011,0.000,0.000,-0.003,0.001,-0.001,0.003,3349572.195,511532.321,-0.595,0.222,4,0,36,0,0004,0.000,0,*46
$GPYBM,SN10010787,030608.40,+30.265687625,+120.119843388,19.010,0.000,0.000,-0.001,-0.001,-0.000,0.002,3349572.195,511532.321,-0.595,0.221,4,0,36,0,0004,0.000,0,*64
$GPYBM,SN10010787,030608.50,+30.265687630,+120.119843387,19.012,0.000,0.000,0.004,-0.001,-0.006,0.004,3349572.195,511532.321,-0.594,0.221,4,0,36,1,0004,0.000,0,*44
$GPYBM,SN10010787,030608.60,+30.265687616,+120.119843392,19.013,0.000,0.000,-0.010,0.004,-0.011,0.011,3349572.194,511532.321,-0.596,0.222,4,0,36,1,0004,0.000,0,*44
$GPYBM,SN10010787,030608.70,+30.265687626,+120.119843393,19.012,0.000,0.000,0.003,0.001,-0.001,0.003,3349572.195,511532.321,-0.594,0.222,4,0,36,1,0004,0.000,0,*6D
$GPYBM,SN10010787,030608.80,+30.265687621,+120.119843390,19.014,0.000,0.000,-0.003,-0.001,-0.008,0.003,3349572.194,511532.321,-0.595,0.221,4,0,36,1,0004,0.000,0,*6A
$GPYBM,SN10010787,030608.90,+30.265687626,+120.119843376,19.012,0.000,0.000,0.002,-0.010,-0.001,0.010,3349572.195,511532.320,-0.594,0.220,4,0,36,1,0004,0.000,0,*45
$GPYBM,SN10010787,030609.00,+30.265687619,+120.119843384,19.014,0.000,0.000,-0.005,0.004,-0.009,0.006,3349572.194,511532.320,-0.595,0.221,4,0,36,1,0004,0.000,0,*46
$GPYBM,SN10010787,030609.10,+30.265687626,+120.119843378,19.013,0.000,0.000,0.004,-0.004,0.001,0.005,3349572.195,511532.320,-0.594,0.220,4,0,36,0,0004,0.000,0,*68
$GPYBM,SN10010787,030609.20,+30.265687648,+120.119843377,19.009,0.000,0.000,0.014,-0.003,0.009,0.014,3349572.197,511532.320,-0.592,0.220,4,0,36,0,0004,0.000,0,*6D
$GPYBM,SN10010787,030609.30,+30.265687635,+120.119843360,19.017,0.000,0.000,-0.005,-0.010,-0.028,0.011,3349572.196,511532.318,-0.593,0.219,4,0,35,0,0004,0.000,0,*69
$GPYBM,SN10010787,030609.40,+30.265687632,+120.119843371,19.012,0.000,0.000,-0.005,0.003,0.005,0.005,3349572.196,511532.319,-0.594,0.220,4,0,36,0,0004,0.000,0,*6B
$GPYBM,SN10010787,030609.50,+30.265687638,+120.119843362,19.012,0.000,0.000,0.002,-0.004,0.005,0.004,3349572.196,511532.318,-0.593,0.219,4,0,36,1,0004,0.000,0,*6E
$GPYBM,SN10010787,030609.60,+30.265687641,+120.119843374,19.011,0.000,0.000,0.003,0.007,0.006,0.008,3349572.197,511532.319,-0.593,0.220,4,0,36,1,0004,0.000,0,*4D
$GPYBM,SN10010787,030609.70,+30.265687634,+120.119843372,19.015,0.000,0.000,-0.003,0.003,-0.011,0.004,3349572.196,511532.319,-0.593,0.220,4,0,36,1,0004,0.000,0,*43
$GPYBM,SN10010787,030609.80,+30.265687635,+120.119843385,19.012,0.000,0.000,-0.002,0.008,0.008,0.009,3349572.196,511532.320,-0.593,0.221,4,0,35,1,0004,0.000,0,*68
$GPYBM,SN10010787,030609.90,+30.265687636,+120.119843387,19.013,0.000,0.000,0.001,0.004,-0.004,0.004,3349572.196,511532.321,-0.593,0.221,4,0,35,1,0004,0.000,0,*66
$GPYBM,SN10010787,030610.00,+30.265687638,+120.119843372,19.013,0.000,0.000,0.001,-0.010,-0.001,0.010,3349572.196,511532.319,-0.593,0.220,4,0,36,1,0004,0.000,0,*42
$GPYBM,SN10010787,030610.10,+30.265687638,+120.119843379,19.011,0.000,0.000,0.000,-0.000,0.004,0.000,3349572.196,511532.320,-0.593,0.220,4,0,36,0,0004,0.000,0,*68
$GPYBM,SN10010787,030610.20,+30.265687640,+120.119843385,19.008,0.000,0.000,0.001,0.003,0.011,0.003,3349572.197,511532.320,-0.593,0.221,4,0,36,0,0004,0.000,0,*47
$GPYBM,SN10010787,030610.30,+30.265687651,+120.119843385,19.007,0.000,0.000,0.008,0.001,0.013,0.008,3349572.198,511532.320,-0.592,0.221,4,0,36,0,0004,0.000,0,*45
$GPYBM,SN10010787,030610.40,+30.265687647,+120.119843387,19.007,0.000,0.000,-0.001,0.002,0.006,0.002,3349572.197,511532.321,-0.592,0.221,4,0,36,0,0004,0.000,0,*60
$GPYBM,SN10010787,030610.50,+30.265687643,+120.119843388,19.010,0.000,0.000,-0.003,0.003,-0.011,0.004,3349572.197,511532.321,-0.593,0.221,4,0,36,1,0004,0.000,0,*42
$GPYBM,SN10010787,030610.60,+30.265687647,+120.119843379,19.007,0.000,0.000,-0.000,-0.006,-0.000,0.006,3349572.197,511532.320,-0.592,0.220,4,0,36,1,0004,0.000,0,*65
$GPYBM,SN10010787,030610.70,+30.265687657,+120.119843384,19.006,0.000,0.000,0.008,0.001,0.002,0.008,3349572.198,511532.320,-0.591,0.221,4,0,36,1,0004,0.000,0,*45
$GPYBM,SN10010787,030610.80,+30.265687644,+120.119843389,19.007,0.000,0.000,-0.005,0.003,-0.001,0.006,3349572.197,511532.321,-0.592,0.221,4,0,36,1,0004,0.000,0,*4B
$GPYBM,SN10010787,030610.90,+30.265687637,+120.119843395,19.006,0.000,0.000,-0.007,0.004,0.005,0.008,3349572.196,511532.321,-0.593,0.222,4,0,36,1,0004,0.000,0,*63
$GPYBM,SN10010787,030611.00,+30.265687647,+120.119843394,19.008,0.000,0.000,0.007,0.002,-0.006,0.007,3349572.197,511532.321,-0.592,0.222,4,0,36,1,0004,0.000,0,*69
$GPYBM,SN10010787,030611.10,+30.265687633,+120.119843403,19.008,0.000,0.000,-0.008,0.005,-0.003,0.010,3349572.196,511532.322,-0.594,0.223,4,0,36,0,0004,0.000,0,*40
$GPYBM,SN10010787,030611.20,+30.265687629,+120.119843389,19.008,0.000,0.000,-0.006,-0.008,-0.002,0.010,3349572.195,511532.321,-0.594,0.221,4,0,36,0,0004,0.000,0,*60
$GPYBM,SN10010787,030611.30,+30.265687626,+120.119843382,19.012,0.000,0.000,-0.004,-0.005,-0.016,0.007,3349572.195,511532.320,-0.594,0.221,4,0,36,0,0004,0.000,0,*63
$GPYBM,SN10010787,030611.40,+30.265687631,+120.119843396,19.009,0.000,0.000,0.003,0.008,0.006,0.008,3349572.195,511532.321,-0.594,0.222,4,0,36,0,0004,0.000,0,*46
