$GPYBM,SN10010787,030449.00,+30.265687659,+120.119843291,19.013,0.000,0.000,-0.001,-0.004,-0.001,0.004,3349572.199,511532.311,-0.591,0.212,4,0,36,1,0004,0.000,0,*6E
$GPYBM,SN10010787,030449.10,+30.265687658,+120.119843293,19.011,0.000,0.000,-0.002,-0.002,0.004,0.003,3349572.199,511532.312,-0.591,0.212,4,0,36,0,0004,0.000,0,*46
$GPYBM,SN10010787,030449.20,+30.265687662,+120.119843298,19.012,0.000,0.000,0.002,0.001,0.001,0.002,3349572.199,511532.312,-0.590,0.213,4,0,36,0,0004,0.000,0,*43
$GPYBM,SN10010787,030449.30,+30.265687655,+120.119843308,19.011,0.000,0.000,-0.006,0.008,0.008,0.010,3349572.198,511532.313,-0.591,0.214,4,0,36,0,0004,0.000,0,*61
$GPYBM,SN10010787,030449.40,+30.265687659,+120.119843296,19.013,0.000,0.000,0.002,-0.006,-0.003,0.006,3349572.199,511532.312,-0.591,0.212,4,0,36,0,0004,0.000,0,*43
$GPYBM,SN10010787,030449.50,+30.265687649,+120.119843303,19.014,0.000,0.000,-0.007,0.002,-0.009,0.007,3349572.197,511532.313,-0.592,0.213,4,0,36,1,0004,0.000,0,*4F
$GPYBM,SN10010787,030449.60,+30.265687656,+120.119843296,19.014,0.000,0.000,0.004,-0.004,-0.003,0.006,3349572.198,511532.312,-0.591,0.212,4,0,36,1,0004,0.000,0,*4D
$GPYBM,SN10010787,030449.70,+30.265687650,+120.119843288,19.014,0.000,0.000,-0.003,-0.007,-0.002,0.008,3349572.198,511532.311,-0.592,0.212,4,0,36,1,0004,0.000,0,*63
$GPYBM,SN10010787,030449.80,+30.265687652,+120.119843298,19.014,0.000,0.000,0.001,0.004,-0.003,0.004,3349572.198,511532.312,-0.592,0.213,4,0,36,1,0004,0.000,0,*61
$GPYBM,SN10010787,030449.90,+30.265687643,+120.119843295,19.013,0.000,0.000,-0.009,-0.002,0.006,0.009,3349572.197,511532.312,-0.593,0.212,4,0,36,1,0004,0.000,0,*4E
$GPYBM,SN10010787,030450.00,+30.265687647,+120.119843301,19.013,0.000,0.000,0.001,0.004,0.002,0.004,3349572.197,511532.312,-0.592,0.213,4,0,36,1,0004,0.000,0,*40
$GPYBM,SN10010787,030450.10,+30.265687650,+120.119843306,19.016,0.000,0.000,0.004,0.005,-0.006,0.006,3349572.198,511532.313,-0.592,0.213,4,0,36,0,0004,0.000,0,*65
$GPYBM,SN10010787,030450.20,+30.265687658,+120.119843297,19.018,0.000,0.000,0.007,-0.003,-0.009,0.007,3349572.198,511532.312,-0.591,0.212,4,0,36,0,0004,0.000,0,*4C
$GPYBM,SN10010787,030450.30,+30.265687659,+120.119843305,19.015,0.000,0.000,0.002,0.004,0.003,0.004,3349572.199,511532.313,-0.591,0.213,4,0,36,0,0004,0.000,0,*41
$GPYBM,SN10010787,030450.40,+30.265687660,+120.119843303,19.017,0.000,0.000,0.002,0.000,-0.006,0.002,3349572.199,511532.313,-0.591,0.213,4,0,36,0,0004,0.000,0,*62
$GPYBM,SN10010787,030450.50,+30.265687657,+120.119843296,19.019,0.000,0.000,-0.001,-0.004,-0.009,0.005,3349572.198,511532.312,-0.591,0.212,4,0,36,1,0004,0.000,0,*6B
$GPYBM,SN10010787,030450.60,+30.265687660,+120.119843295,19.019,0.000,0.000,0.002,-0.002,-0.007,0.003,3349572.199,511532.312,-0.591,0.212,4,0,36,1,0004,0.000,0,*4E
$GPYBM,SN10010787,030450.70,+30.265687658,+120.119843299,19.020,0.000,0.000,-0.002,0.002,-0.007,0.003,3349572.198,511532.312,-0.591,0.213,4,0,36,1,0004,0.000,0,*42
$GPYBM,SN10010787,030450.80,+30.265687661,+120.119843292,19.018,0.000,0.000,0.001,-0.005,0.003,0.006,3349572.199,511532.311,-0.591,0.212,4,0,36,1,0004,0.000,0,*6C
$GPYBM,SN10010787,030450.90,+30.265687654,+120.119843300,19.019,0.000,0.000,-0.003,0.002,-0.002,0.004,3349572.198,511532.312,-0.591,0.213,4,0,36,1,0004,0.000,0,*48
$GPYBM,SN10010787,030451.00,+30.265687652,+120.119843292,19.019,0.000,0.000,-0.003,-0.005,0.000,0.006,3349572.198,511532.311,-0.592,0.212,4,0,36,1,0004,0.000,0,*4A
$GPYBM,SN10010787,030451.10,+30.265687648,+120.119843291,19.018,0.000,0.000,-0.004,-0.003,0.002,0.005,3349572.197,511532.311,-0.592,0.212,4,0,36,0,0004,0.000,0,*4C
